tipo producto,precio,cantidad,credit card,marca,fecha,categoria,subcategoria
fire pits & heaters,2488.34,4,jcb,Skyline,11/09/2006,home furniture & patio,patio & garden
patio accessories,8226.32,17,jcb,Threshold,18/12/2009,home furniture & patio,patio & garden
lawn & garden,9072.7,15,switch,Keurig,07/02/2009,home furniture & patio,patio & garden
outdoor rugs,9600.93,18,switch,CHEFS,27/03/2012,home furniture & patio,patio & garden
fire pits & heaters,3104.53,13,switch,Safavieh,16/10/2006,home furniture & patio,patio & garden
lawn & garden,7131.43,19,jcb,Polywood,21/07/2013,home furniture & patio,patio & garden
outdoor decor,7856.05,7,jcb,Zuo,16/03/2009,home furniture & patio,patio & garden
fire pits & heaters,5681.69,18,visa,Cuisinart,07/05/2013,home furniture & patio,patio & garden
grills & outdoor cooking,5852.09,9,diners-club-international,Hamilton Beach,13/01/2013,home furniture & patio,patio & garden
umbrellas,5242.45,12,diners-club-carte-blanche,CHEFS,07/10/2010,home furniture & patio,patio & garden
patio accessories,6406.11,15,visa,Polywood,04/12/2009,home furniture & patio,patio & garden
patio accessories,1456.18,6,instapayment,Cuisinart,01/06/2014,home furniture & patio,patio & garden
grills & outdoor cooking,2117.17,4,jcb,Smith & Hawken,25/08/2013,home furniture & patio,patio & garden
patio accessories,3572.12,2,maestro,Mr. Coffee,19/05/2007,home furniture & patio,patio & garden
lawn & garden,7993.05,10,diners-club-carte-blanche,Polywood,10/06/2007,home furniture & patio,patio & garden
umbrellas,7534.16,20,jcb,Hamilton Beach,18/07/2008,home furniture & patio,patio & garden
outdoor decor,6504.53,5,diners-club-carte-blanche,Keurig,22/04/2009,home furniture & patio,patio & garden
patio furniture,2397.63,19,switch,Threshold,07/11/2011,home furniture & patio,patio & garden
outdoor decor,5578.94,10,visa,Room Essentials,13/04/2015,home furniture & patio,patio & garden
outdoor decor,2866.67,6,americanexpress,Threshold,18/08/2009,home furniture & patio,patio & garden
outdoor rugs,4655.81,20,bankcard,Smith & Hawken,29/07/2006,home furniture & patio,patio & garden
umbrellas,2245.67,5,jcb,Threshold,03/04/2011,home furniture & patio,patio & garden
grills & outdoor cooking,6600.72,7,jcb,Room Essentials,20/03/2010,home furniture & patio,patio & garden
outdoor rugs,102.45,8,jcb,Room Essentials,17/02/2010,home furniture & patio,patio & garden
lawn & garden,5228.1,18,jcb,Threshold,12/08/2006,home furniture & patio,patio & garden
fire pits & heaters,7909.01,10,visa-electron,Threshold,05/12/2011,home furniture & patio,patio & garden
fire pits & heaters,4351.43,12,jcb,Threshold,06/07/2010,home furniture & patio,patio & garden
grills & outdoor cooking,6037.88,7,china-unionpay,Threshold,12/05/2010,home furniture & patio,patio & garden
outdoor rugs,3869.19,6,jcb,Smith & Hawken,19/03/2015,home furniture & patio,patio & garden
lawn & garden,4630.24,2,visa-electron,Smith & Hawken,22/11/2013,home furniture & patio,patio & garden
outdoor decor,1934.92,14,diners-club-enroute,Safavieh,01/10/2006,home furniture & patio,patio & garden
outdoor lighting,9069.49,8,jcb,KitchenAid,10/10/2011,home furniture & patio,patio & garden
patio furniture,9075.01,4,maestro,Mr. Coffee,20/07/2014,home furniture & patio,patio & garden
patio furniture,8722.41,7,laser,Zuo,24/01/2007,home furniture & patio,patio & garden
umbrellas,2045.24,17,solo,Safavieh,21/04/2012,home furniture & patio,patio & garden
umbrellas,1519.88,11,jcb,Skyline,21/12/2010,home furniture & patio,patio & garden
outdoor rugs,8413.51,3,visa-electron,Hamilton Beach,06/01/2013,home furniture & patio,patio & garden
patio furniture,7033.71,16,jcb,Threshold,05/08/2007,home furniture & patio,patio & garden
outdoor lighting,3324.71,16,solo,Zuo,07/03/2006,home furniture & patio,patio & garden
lawn & garden,6861.84,18,diners-club-enroute,Abbyson Living,10/07/2008,home furniture & patio,patio & garden
outdoor decor,5894.97,14,china-unionpay,Calphalon,12/05/2010,home furniture & patio,patio & garden
patio sets,31.43,18,laser,Cuisinart,28/12/2008,home furniture & patio,patio & garden
outdoor rugs,8439.76,9,instapayment,Calphalon,12/07/2013,home furniture & patio,patio & garden
grills & outdoor cooking,8201.81,6,jcb,Threshold,26/10/2014,home furniture & patio,patio & garden
patio sets,2704.24,17,jcb,CHEFS,21/03/2007,home furniture & patio,patio & garden
patio sets,5974.7,2,laser,Skyline,09/07/2014,home furniture & patio,patio & garden
outdoor decor,780.91,13,mastercard,Safavieh,25/03/2013,home furniture & patio,patio & garden
patio accessories,3714.6,12,jcb,Zuo,05/07/2007,home furniture & patio,patio & garden
outdoor lighting,6492.41,3,jcb,Keurig,24/09/2007,home furniture & patio,patio & garden
lawn & garden,9098.48,15,jcb,Smith & Hawken,17/02/2013,home furniture & patio,patio & garden
outdoor rugs,6285.25,18,jcb,Abbyson Living,18/12/2009,home furniture & patio,patio & garden
grills & outdoor cooking,9367.79,13,instapayment,KitchenAid,27/04/2006,home furniture & patio,patio & garden
patio sets,3742.33,17,visa,Joseph Joseph,30/10/2012,home furniture & patio,patio & garden
umbrellas,3366.19,4,bankcard,Calphalon,18/09/2009,home furniture & patio,patio & garden
lawn & garden,6859.28,14,diners-club-international,Skyline,06/10/2010,home furniture & patio,patio & garden
outdoor decor,7066.81,12,jcb,Cuisinart,10/11/2009,home furniture & patio,patio & garden
outdoor rugs,7843.11,20,jcb,Calphalon,22/05/2013,home furniture & patio,patio & garden
patio furniture,8498.55,7,diners-club-carte-blanche,Keurig,18/04/2015,home furniture & patio,patio & garden
grills & outdoor cooking,5740.18,14,visa-electron,Zuo,16/05/2011,home furniture & patio,patio & garden
grills & outdoor cooking,8386.12,3,bankcard,Threshold,08/05/2015,home furniture & patio,patio & garden
patio furniture,114.38,19,instapayment,KitchenAid,11/08/2007,home furniture & patio,patio & garden
patio accessories,6477.87,3,jcb,Hamilton Beach,10/02/2015,home furniture & patio,patio & garden
lawn & garden,4849.64,4,jcb,Cuisinart,13/03/2013,home furniture & patio,patio & garden
patio furniture,344.89,5,china-unionpay,Polywood,14/09/2005,home furniture & patio,patio & garden
grills & outdoor cooking,2140.81,1,mastercard,Room Essentials,19/02/2015,home furniture & patio,patio & garden
lawn & garden,9333.2,16,americanexpress,Smith & Hawken,05/02/2008,home furniture & patio,patio & garden
outdoor decor,8449.74,17,diners-club-enroute,Skyline,07/12/2013,home furniture & patio,patio & garden
fire pits & heaters,2127.03,18,jcb,CHEFS,23/11/2005,home furniture & patio,patio & garden
umbrellas,306.84,7,jcb,Zuo,21/01/2009,home furniture & patio,patio & garden
lawn & garden,7431.59,17,jcb,KitchenAid,02/05/2014,home furniture & patio,patio & garden
umbrellas,5307.15,18,jcb,CHEFS,10/03/2015,home furniture & patio,patio & garden
patio furniture,7553,7,jcb,Keurig,08/03/2008,home furniture & patio,patio & garden
fire pits & heaters,7691.63,16,jcb,Smith & Hawken,08/08/2011,home furniture & patio,patio & garden
outdoor rugs,6932.11,18,maestro,Abbyson Living,23/11/2014,home furniture & patio,patio & garden
grills & outdoor cooking,1193.41,8,jcb,Room Essentials,18/04/2011,home furniture & patio,patio & garden
umbrellas,1628.75,2,maestro,Calphalon,03/06/2005,home furniture & patio,patio & garden
outdoor decor,1818.84,11,diners-club-carte-blanche,Cuisinart,10/08/2011,home furniture & patio,patio & garden
fire pits & heaters,8514.16,15,visa-electron,Skyline,10/01/2006,home furniture & patio,patio & garden
patio accessories,4987.56,6,maestro,Joseph Joseph,08/09/2009,home furniture & patio,patio & garden
grills & outdoor cooking,2120.16,1,maestro,Keurig,12/03/2007,home furniture & patio,patio & garden
patio sets,6164.99,12,switch,Room Essentials,16/12/2005,home furniture & patio,patio & garden
patio furniture,6628.66,7,china-unionpay,KitchenAid,03/02/2010,home furniture & patio,patio & garden
umbrellas,2584.81,9,jcb,Safavieh,14/02/2006,home furniture & patio,patio & garden
outdoor rugs,9907.79,14,laser,Mr. Coffee,13/03/2012,home furniture & patio,patio & garden
lawn & garden,8992.43,19,americanexpress,Hamilton Beach,01/04/2013,home furniture & patio,patio & garden
lawn & garden,2107.27,17,jcb,Joseph Joseph,28/05/2013,home furniture & patio,patio & garden
outdoor decor,6309.12,12,maestro,Abbyson Living,10/05/2013,home furniture & patio,patio & garden
lawn & garden,9895.23,18,jcb,Calphalon,22/08/2012,home furniture & patio,patio & garden
outdoor decor,7328.39,19,jcb,Threshold,27/09/2012,home furniture & patio,patio & garden
outdoor decor,7279.05,13,jcb,Polywood,25/03/2011,home furniture & patio,patio & garden
patio furniture,2409.95,5,laser,Cuisinart,21/07/2009,home furniture & patio,patio & garden
lawn & garden,4690.12,4,bankcard,Skyline,04/07/2014,home furniture & patio,patio & garden
outdoor rugs,8992.77,7,jcb,Polywood,18/06/2009,home furniture & patio,patio & garden
outdoor decor,6868.74,10,maestro,Calphalon,14/09/2005,home furniture & patio,patio & garden
outdoor lighting,7172.92,18,jcb,Calphalon,07/12/2014,home furniture & patio,patio & garden
patio furniture,6995.23,4,china-unionpay,Mr. Coffee,12/06/2011,home furniture & patio,patio & garden
outdoor decor,4888.36,9,americanexpress,Threshold,24/10/2011,home furniture & patio,patio & garden
grills & outdoor cooking,1681.54,14,jcb,Keurig,24/09/2013,home furniture & patio,patio & garden
outdoor rugs,1536.42,5,mastercard,KitchenAid,21/07/2009,home furniture & patio,patio & garden
lawn & garden,7372.41,17,maestro,Threshold,27/05/2012,home furniture & patio,patio & garden
outdoor rugs,1464.34,9,visa,Threshold,21/12/2008,home furniture & patio,patio & garden
fire pits & heaters,8693.16,16,maestro,Cuisinart,16/07/2006,home furniture & patio,patio & garden
outdoor lighting,2905.79,11,jcb,Keurig,04/05/2009,home furniture & patio,patio & garden
outdoor decor,8572.43,5,diners-club-enroute,Threshold,02/07/2009,home furniture & patio,patio & garden
outdoor lighting,6884.84,4,mastercard,Smith & Hawken,04/03/2014,home furniture & patio,patio & garden
outdoor decor,7416.6,7,americanexpress,Mr. Coffee,26/02/2008,home furniture & patio,patio & garden
lawn & garden,7480.65,10,bankcard,Threshold,09/10/2006,home furniture & patio,patio & garden
umbrellas,661.81,15,mastercard,Mr. Coffee,04/02/2013,home furniture & patio,patio & garden
grills & outdoor cooking,1637.39,9,laser,Cuisinart,17/12/2005,home furniture & patio,patio & garden
outdoor lighting,1964.29,1,diners-club-carte-blanche,Threshold,05/10/2008,home furniture & patio,patio & garden
umbrellas,412.26,20,visa-electron,Hamilton Beach,20/06/2011,home furniture & patio,patio & garden
grills & outdoor cooking,8500.8,8,china-unionpay,Calphalon,15/04/2010,home furniture & patio,patio & garden
fire pits & heaters,7977.73,3,mastercard,Calphalon,16/08/2014,home furniture & patio,patio & garden
outdoor rugs,3405.6,17,diners-club-enroute,Mr. Coffee,11/01/2008,home furniture & patio,patio & garden
outdoor lighting,3807.29,18,americanexpress,Mr. Coffee,16/03/2012,home furniture & patio,patio & garden
outdoor decor,4247.12,19,maestro,Mr. Coffee,22/02/2010,home furniture & patio,patio & garden
patio sets,9868.16,15,mastercard,Abbyson Living,05/01/2015,home furniture & patio,patio & garden
patio sets,6209.05,9,switch,Skyline,29/03/2010,home furniture & patio,patio & garden
fire pits & heaters,427.86,11,jcb,Mr. Coffee,07/08/2006,home furniture & patio,patio & garden
patio furniture,4171.69,6,mastercard,Smith & Hawken,17/02/2010,home furniture & patio,patio & garden
umbrellas,5389.84,10,visa-electron,Joseph Joseph,18/04/2014,home furniture & patio,patio & garden
outdoor rugs,8253.52,3,diners-club-carte-blanche,Threshold,21/04/2011,home furniture & patio,patio & garden
patio furniture,5114.18,15,instapayment,Abbyson Living,09/07/2011,home furniture & patio,patio & garden
patio accessories,4379.49,9,jcb,CHEFS,28/01/2011,home furniture & patio,patio & garden
fire pits & heaters,3570.18,20,diners-club-carte-blanche,Threshold,25/05/2008,home furniture & patio,patio & garden
lawn & garden,6785.63,2,switch,Cuisinart,15/03/2012,home furniture & patio,patio & garden
outdoor rugs,2154.75,12,mastercard,Smith & Hawken,07/07/2010,home furniture & patio,patio & garden
umbrellas,7521.02,12,bankcard,Cuisinart,21/03/2015,home furniture & patio,patio & garden
patio accessories,1792.59,9,americanexpress,Abbyson Living,30/03/2008,home furniture & patio,patio & garden
patio accessories,7680.87,19,diners-club-enroute,Calphalon,03/08/2014,home furniture & patio,patio & garden
patio sets,2671.98,18,jcb,Room Essentials,09/03/2011,home furniture & patio,patio & garden
patio accessories,3658.1,4,instapayment,Threshold,01/01/2013,home furniture & patio,patio & garden
umbrellas,1567.7,2,jcb,Skyline,02/10/2012,home furniture & patio,patio & garden
lawn & garden,6812.78,20,jcb,KitchenAid,29/07/2008,home furniture & patio,patio & garden
lawn & garden,2323.91,7,switch,Polywood,18/11/2007,home furniture & patio,patio & garden
fire pits & heaters,7441.6,14,jcb,KitchenAid,11/03/2015,home furniture & patio,patio & garden
outdoor lighting,5105.54,4,switch,Threshold,24/03/2006,home furniture & patio,patio & garden
patio furniture,9090.91,19,jcb,Abbyson Living,06/04/2013,home furniture & patio,patio & garden
grills & outdoor cooking,8552.84,15,jcb,Joseph Joseph,10/04/2008,home furniture & patio,patio & garden
outdoor decor,8718.71,10,visa,Room Essentials,23/09/2013,home furniture & patio,patio & garden
grills & outdoor cooking,8265.91,7,americanexpress,Calphalon,09/11/2009,home furniture & patio,patio & garden
patio furniture,3646.45,16,mastercard,Hamilton Beach,20/09/2013,home furniture & patio,patio & garden
patio accessories,6594.47,5,jcb,Joseph Joseph,13/04/2008,home furniture & patio,patio & garden
lawn & garden,7198.08,20,jcb,Zuo,24/03/2008,home furniture & patio,patio & garden
grills & outdoor cooking,6345.7,5,mastercard,Safavieh,24/04/2014,home furniture & patio,patio & garden
patio sets,659.55,2,jcb,Joseph Joseph,03/03/2009,home furniture & patio,patio & garden
grills & outdoor cooking,7326.43,14,switch,Room Essentials,12/03/2015,home furniture & patio,patio & garden
fire pits & heaters,9882.25,2,jcb,Mr. Coffee,04/03/2010,home furniture & patio,patio & garden
fire pits & heaters,784.96,4,instapayment,Threshold,24/05/2011,home furniture & patio,patio & garden
lawn & garden,6318.61,18,mastercard,Smith & Hawken,08/08/2013,home furniture & patio,patio & garden
patio furniture,9558.26,11,jcb,Safavieh,10/04/2007,home furniture & patio,patio & garden
lawn & garden,2600.05,4,jcb,Smith & Hawken,16/11/2005,home furniture & patio,patio & garden
patio furniture,1061.09,18,diners-club-carte-blanche,Abbyson Living,08/03/2006,home furniture & patio,patio & garden
patio accessories,847.72,14,mastercard,Joseph Joseph,11/04/2009,home furniture & patio,patio & garden
grills & outdoor cooking,460.67,2,laser,Calphalon,24/06/2010,home furniture & patio,patio & garden
patio accessories,4424.54,8,jcb,Calphalon,22/11/2012,home furniture & patio,patio & garden
patio furniture,9004.74,5,maestro,Threshold,13/04/2011,home furniture & patio,patio & garden
fire pits & heaters,9006.6,17,jcb,Polywood,26/05/2013,home furniture & patio,patio & garden
fire pits & heaters,8960.59,20,bankcard,Joseph Joseph,09/03/2015,home furniture & patio,patio & garden
outdoor lighting,7228.97,10,diners-club-enroute,Abbyson Living,01/08/2010,home furniture & patio,patio & garden
outdoor rugs,7027.44,3,diners-club-carte-blanche,KitchenAid,05/11/2009,home furniture & patio,patio & garden
patio accessories,422.48,17,jcb,Safavieh,08/12/2014,home furniture & patio,patio & garden
outdoor rugs,9437.16,8,diners-club-enroute,Polywood,19/09/2006,home furniture & patio,patio & garden
fire pits & heaters,2006.43,14,jcb,CHEFS,26/02/2012,home furniture & patio,patio & garden
outdoor decor,2161.67,2,jcb,Calphalon,17/02/2006,home furniture & patio,patio & garden
fire pits & heaters,832.58,11,jcb,Zuo,27/09/2014,home furniture & patio,patio & garden
patio furniture,4634.3,17,mastercard,Safavieh,21/11/2014,home furniture & patio,patio & garden
umbrellas,6219.67,8,maestro,Skyline,07/03/2015,home furniture & patio,patio & garden
umbrellas,411.93,6,instapayment,Zuo,31/12/2009,home furniture & patio,patio & garden
grills & outdoor cooking,312.63,19,jcb,Keurig,22/04/2010,home furniture & patio,patio & garden
outdoor decor,8200.83,10,mastercard,Abbyson Living,19/07/2010,home furniture & patio,patio & garden
fire pits & heaters,713.38,14,jcb,Mr. Coffee,11/11/2009,home furniture & patio,patio & garden
patio accessories,1409.46,4,jcb,Keurig,22/12/2006,home furniture & patio,patio & garden
outdoor decor,9966.09,20,maestro,Keurig,30/01/2008,home furniture & patio,patio & garden
outdoor rugs,7811.25,7,americanexpress,Abbyson Living,17/08/2014,home furniture & patio,patio & garden
patio accessories,7208.9,17,china-unionpay,Smith & Hawken,26/04/2009,home furniture & patio,patio & garden
outdoor lighting,9060.14,4,diners-club-carte-blanche,Smith & Hawken,10/09/2006,home furniture & patio,patio & garden
